"ANIO","MES","CONGLOMERADO","MUESTRA","SELVIV","HOGAR","ESTRATO","LLAVE_PANEL","CCDD","AREA","C201","C203","C204","C205","C206","C207","C208","C300n","NROINF","C301_DIA","C301_MES","C301_ANIO","C303","C304","C305","C306_1","C306_2","C306_3","C306_4","C306_5","C306_6","C306_7","C306_8","C306_9","C306_10","C306_10A","C306_11","C306A","C308_COD","C309_COD","C310","C311","C312","C313","C317","C317A","C318_1","C318_2","C318_3","C318_4","C318_5","C318_6","C318_7","C318_T","C328_T","whoraT","C330","C331","C333","C334","P209H","C335","C338","C339_1","C341_T","C342","C344","C345_1","C347_T","C348","C350","C352","C353","C354","C355","C356","C357_I","C358","C359","SEGURO1","C361_1","C362_1","C361_2","C362_2","C361_3","C362_3","C361_4","C362_4","C361_5","C362_5","C361_6","C362_6","C361_7","C362_7","C361_8","C362_8","C364_1","C365_1","C364_2","C365_2","C364_3","C365_3","C364_4","C365_4","C366","C366_1","C366_2","C375_1","C375_2","C375_3","C375_4","C375_5","C375_6","C376","C377","OCUP300","D341_T","D344","D347_T","D350","D351_T","I339_1","I342","I345_1","I348","INGTOT","INGTOTP","ingtrabw","RESIDENT","Informal_P","FAC300_ANUAL"
2025,"02","3194301",2,"0044",1,2,"20231131943012004411","12",1,1,1,1,2,,2,48,1,1,9,2,1977,1,,,,,,,,,,,,,,,,9535,4782,2,,3,2,1,1,8,0,8,0,8,8,8,40,,40,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,,,,,270,,,270,270,270,1,1,65.8438368308515
2025,"02","3194301",2,"0044",1,2,"20231131943012004415","12",1,2,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3194301",2,"0044",1,2,"20231131943012004413","12",1,3,3,1,2,,2,22,3,4,26,8,2002,1,,,,,,,,,,,,,,,,9535,4782,2,,3,2,1,1,7,0,0,9,0,0,7,23,,23,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,1,,,,,,,204,,,204,204,204,1,1,71.58178743443774
2025,"02","3194301",2,"0044",1,2,"20231131943012004417","12",1,4,5,1,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3194301",2,"0044",1,2,"20231131943012004414","12",1,5,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
2025,"02","3194301",2,"0047",1,2,"20231131943012004711","12",1,1,1,1,2,,1,35,1,1,20,7,1989,1,,,,,,,,,,,,,,,,9334,4921,3,5,2,2,1,2,0,10,10,10,10,10,10,60,,60,1,,2,,2,2,1,45,16,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,1,1,480,,,,,1350,,,,1830,1830,1830,1,1,104.61064444181625
2025,"02","3194301",2,"0047",1,2,"20231131943012004712","12",1,2,2,1,2,,2,31,2,2,22,11,1993,1,,,,,,,,,,,,,,,,9121,9601,2,,3,2,1,1,0,5,0,5,0,5,5,20,,20,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,1,1,,,,,,,125,,,125,125,125,1,1,76.0659862405555
2025,"02","3194301",2,"0047",1,2,"20231131943012004713","12",1,3,3,1,2,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3194301",2,"0047",1,2,"20231131943012004714","12",1,4,3,1,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3194301",2,"0048",1,2,"20231131943012004811","12",1,1,1,1,2,,1,48,1,1,3,5,1976,1,,,,,,,,,,,,,,,,9211,111,3,5,3,2,1,5,0,8,0,0,8,8,8,32,,32,1,,2,,2,2,2,50,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,1,,,,,,217,,,,217,217,217,1,1,61.4497514265235
2025,"02","3194301",2,"0048",1,2,"20231131943012004812","12",1,2,2,1,2,,2,45,2,2,12,11,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,65.8438368308515
2025,"02","3194301",2,"0048",1,2,"20231131943012004813","12",1,3,3,1,2,,1,26,3,3,12,10,1998,1,,,,,,,,,,,,,,,,8322,4922,2,,3,2,1,1,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,1,,,,,,,850,,,850,850,850,1,1,106.78753303208374
2025,"02","3194301",2,"0048",1,2,"20231131943012004814","12",1,4,3,1,2,,1,20,4,4,7,1,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,,107.4496703620645
2025,"02","3194301",2,"0048",1,2,"20231131943012004815","12",1,5,3,1,2,,2,16,5,5,19,9,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,,93.16545915087025
2025,"02","3195001",3,"0055",1,2,"20241131950013005511","12",1,1,1,1,2,,1,73,1,1,26,1,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,6,5,,1,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,85.99232776444575
2025,"02","3195001",3,"0056",1,2,"20241131950013005611","12",1,1,1,1,2,,2,42,1,1,24,12,1982,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,1,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,92.290514569823
2025,"02","3195001",3,"0057",1,2,"20241131950013005711","12",1,1,1,1,2,,1,41,1,1,18,8,1983,1,,,,,,,,,,,,,,,,8322,4922,2,,3,2,1,1,0,12,10,12,10,12,12,68,,68,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,2397,,,2397,2397,2397,1,1,123.576152660976
2025,"02","3195001",3,"0057",1,2,"20241131950013005712","12",1,2,2,1,2,,2,31,2,2,9,7,1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,92.290514569823
2025,"02","3195001",3,"0057",1,2,"20241131950013005713","12",1,3,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3195001",3,"0057",1,2,"20241131950013005714","12",1,4,3,1,2,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3195001",3,"0057",1,2,"20241131950013005715","12",1,5,3,1,2,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3195001",3,"0057",1,2,"20241131950013005716","12",1,6,3,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3195001",3,"0058",1,2,"20250231950013005811","12",1,1,1,1,2,,1,51,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3195001",3,"0058",1,2,"20250231950013005812","12",1,2,2,1,2,,2,48,2,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3195001",3,"0058",1,2,"20250231950013005813","12",1,3,3,1,2,,2,20,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3195001",3,"0058",1,2,"20250231950013005814","12",1,4,3,1,2,,2,17,4,4,5,6,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,,107.812482186463
2025,"02","31954",4,"0105",1,2,"202402319544010511","12",1,1,1,1,2,,1,60,1,1,5,7,1964,1,,,,,,,,,,,,,,,,9541,4789,2,,3,2,1,1,0,8,8,0,0,8,8,32,,32,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,750,,,750,750,750,1,1,40.94442033598125
2025,"02","31954",4,"0106",1,2,"202402319544010611","12",1,1,1,1,2,,1,50,1,1,29,12,1974,1,,,,,,,,,,,,,,,,9211,113,3,5,3,2,1,6,0,8,8,8,8,8,8,48,,48,1,,2,,2,1,2,240,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,,,,1039,,,,1039,1039,1039,1,1,40.94442033598125
2025,"02","31954",4,"0106",1,2,"202402319544010612","12",1,2,2,1,2,,2,43,2,2,28,10,1981,1,,,,,,,,,,,,,,,,9112,8121,2,,3,2,1,2,0,5,0,5,5,0,0,15,,15,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,10,7,1,,,,,,,450,,,450,450,450,1,1,52.47908386379475
2025,"02","31954",4,"0106",1,2,"202402319544010613","12",1,3,3,1,1,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"02","31954",4,"0106",1,2,"202402319544010614","12",1,4,3,1,2,,1,15,4,4,3,10,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,6,1,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,1,2,,,,,,,,,,,,,1,,74.44116319603575
2025,"02","31954",4,"0108",1,2,"202402319544010811","12",1,1,1,1,2,,2,39,1,1,12,1,1986,1,,,,,,,,,,,,,,,,7111,4100,3,5,3,2,1,2,4,5,5,5,5,5,5,34,,34,1,,2,,2,2,4,1500,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,1500,,,,1500,1500,1500,1,1,43.94324144732825
2025,"02","31954",4,"0108",1,2,"202402319544010812","12",1,2,3,1,2,,1,18,2,2,12,8,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,59.20443291917225
2025,"02","31954",4,"0108",1,2,"202402319544010813","12",1,3,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","31954",4,"0110",1,2,"202402319544011011","12",1,1,1,1,2,,2,49,1,1,2,4,1975,1,,,,,,,,,,,,,,,,2634,8422,3,2,,,5,9998,0,6,6,6,6,6,0,30,10,40,1,,2,,2,2,4,6200,,,,,,1600,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,,,83,6200,,,1600,7800,6200,7883,1,2,24.98649070336425
2025,"02","31954",4,"0110",1,2,"202402319544011012","12",1,2,3,1,2,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","31954",4,"0110",1,2,"202402319544011013","12",1,3,6,1,2,,1,90,3,1,14,5,1934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,4,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,55.26472170008475
2025,"02","31954",4,"0110",1,2,"202402319544011014","12",1,4,6,1,2,,2,80,4,4,8,12,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,36.2797485339645
2025,"02","31954",5,"0093",1,2,"202502319545009311","12",1,1,1,1,2,,1,28,1,1,5,2,1997,1,,,,,,,,,,,,,,,,3322,9200,3,5,1,,2,40,0,10,10,10,10,10,0,50,,50,1,,2,,2,2,4,1100,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,,,,1100,,,,1100,1100,1100,1,2,57.640138500355
2025,"02","31954",5,"0093",1,2,"202502319545009312","12",1,2,2,1,2,,2,21,2,2,30,8,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,39.4413414030615
2025,"02","31954",5,"0093",1,2,"202502319545009313","12",1,3,3,1,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3196602",3,"0029",1,2,"20241131966023002911","12",1,1,1,1,2,,1,49,1,1,24,10,1975,1,,,,,,,,,,,,,,,,2359,8521,3,5,1,,1,10,0,5,5,5,5,5,0,25,,25,1,,1,1,1,2,4,1500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,,,,1500,,,,1500,1500,1500,1,2,
2025,"02","3196602",3,"0029",1,2,"20241131966023002912","12",1,2,2,1,2,,2,29,2,2,10,9,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,
2025,"02","3196602",3,"0029",1,2,"20241131966023002913","12",1,3,3,1,2,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3196602",3,"0085",1,2,"20241131966023008511","12",1,1,1,1,2,,1,59,1,1,1,11,1965,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,9535,4782,2,,3,2,1,1,8,0,0,0,5,0,0,13,,13,1,,2,,2,1,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,320,,,320,320,320,1,1,168.53596583411075
2025,"02","3196602",3,"0085",1,2,"20241131966023008512","12",1,2,3,1,2,,2,20,2,2,22,11,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,162.34897240238524
2025,"02","3196602",3,"0087",1,2,"20250231966023008711","12",1,1,1,1,2,,2,48,1,1,22,3,1976,2,1,,,,,,,,,,,,,,,2611,8423,3,2,,,5,9998,0,0,0,0,0,0,0,0,,60,2,60,2,,2,2,4,2970,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,,,50,2970,,,,2970,2970,3020,1,2,102.8497243077555
2025,"02","3196602",3,"0087",1,2,"20250231966023008712","12",1,2,2,1,2,,1,51,2,2,17,12,1973,1,,,,,,,,,,,,,,,,3312,6419,3,3,,,5,9998,0,8,8,8,5,8,8,45,,45,1,,2,,2,2,4,2300,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,,,776,2300,,,,2300,2300,3076,1,2,139.3693054621675
2025,"02","3196602",3,"0087",1,2,"20250231966023008713","12",1,3,3,1,2,,2,15,3,3,7,4,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,211.30118565974024
2025,"02","3196602",3,"0091",1,2,"20241131966023009111","12",1,1,1,1,2,,1,48,1,1,18,7,1976,1,,,,,,,,,,,,,,,,9313,4100,3,5,3,2,1,7,0,0,8,8,8,8,8,40,,40,1,,2,,2,2,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,1,,,2,2,2,2,2,2,10,7,1,,,,,,1299,,,,1299,1299,1299,1,1,227.48138016969526
2025,"02","3196602",3,"0091",1,2,"20241131966023009112","12",1,2,2,1,2,,2,54,2,2,24,4,1970,1,,,,,,,,,,,,,,,,6121,145,2,,3,2,1,1,6,6,6,6,6,6,6,42,2,44,1,,1,1,1,2,,,,,,,,280,60,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,2,2,2,2,2,2,1,1,1,,8,,60,,,1200,,280,1548,1208,1548,1,1,151.85548899668976
2025,"02","3196902",3,"0063",1,2,"20241131969023006311","12",1,1,1,1,2,,1,48,1,1,28,10,1976,1,,,,,,,,,,,,,,,,7128,4330,2,,3,2,1,1,0,0,8,8,8,8,0,32,,32,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,,,,,,1409,,,1409,1409,1409,1,1,124.8472763565385
2025,"02","3196902",3,"0063",1,2,"20241131969023006312","12",1,2,2,1,2,,2,37,2,2,5,6,1987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,133.99124872102576
2025,"02","3196902",3,"0063",1,2,"20241131969023006313","12",1,3,3,1,2,,2,21,3,3,23,11,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,120.26410459872476
2025,"02","3196902",3,"0063",1,2,"20241131969023006314","12",1,4,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3196902",3,"0063",1,2,"20241131969023006315","12",1,5,3,1,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3196902",3,"0063",1,2,"20241131969023006316","12",1,6,3,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3196902",3,"0063",1,2,"20241131969023006317","12",1,7,6,1,2,,2,65,7,7,17,7,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,2,,2,2,2,1,2,2,1,1,4,,,,,,,,,,,,,1,,112.4907915482445
2025,"02","3196902",3,"0068",1,2,"20241131969023006811","12",1,1,1,1,2,,2,21,1,1,10,11,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,1,4,2,,2,,2,,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,120.26410459872476
2025,"02","3196902",3,"0068",1,2,"20241131969023006812","12",1,2,7,1,2,,1,18,2,2,26,8,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,1,1,4,2,,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,180.5255059795415
2025,"02","3196902",3,"0069",1,2,"20241131969023006911","12",1,1,1,1,2,,2,31,1,1,25,2,1994,1,,,,,,,,,,,,,,,,3312,6419,3,3,,,5,9998,0,8,8,8,9,8,5,46,,46,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,,,501,2000,,,,2000,2000,2501,1,2,127.79797841759775
2025,"02","3196902",3,"0069",1,2,"20241131969023006912","12",1,2,2,1,2,,1,29,2,2,27,3,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,13,2,4,1,5,2,,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,,175.75567663511575
2025,"02","3196902",3,"0069",1,2,"20241131969023006913","12",1,3,3,1,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3196902",3,"0069",1,2,"20241131969023006914","12",1,4,3,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"02","3198703",2,"0058",1,2,"20240231987032005811","12",1,1,1,1,1,,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
