"ANIO","MES","CONGLOMERADO","MUESTRA","SELVIV","HOGAR","ESTRATO","LLAVE_PANEL","CCDD","AREA","C201","C203","C204","C205","C206","C207","C208","C300n","NROINF","C301_DIA","C301_MES","C301_ANIO","C303","C304","C305","C306_1","C306_2","C306_3","C306_4","C306_5","C306_6","C306_7","C306_8","C306_9","C306_10","C306_10A","C306_11","C306A","C308_COD","C309_COD","C310","C311","C312","C313","C317","C317A","C318_1","C318_2","C318_3","C318_4","C318_5","C318_6","C318_7","C318_T","C328_T","whoraT","C330","C331","C333","C334","P209H","C335","C338","C339_1","C341_T","C342","C344","C345_1","C347_T","C348","C350","C352","C353","C354","C355","C356","C357_I","C358","C359","SEGURO1","C361_1","C362_1","C361_2","C362_2","C361_3","C362_3","C361_4","C362_4","C361_5","C362_5","C361_6","C362_6","C361_7","C362_7","C361_8","C362_8","C364_1","C365_1","C364_2","C365_2","C364_3","C365_3","C364_4","C365_4","C366","C366_1","C366_2","C375_1","C375_2","C375_3","C375_4","C375_5","C375_6","C376","C377","OCUP300","D341_T","D344","D347_T","D350","D351_T","I339_1","I342","I345_1","I348","INGTOT","INGTOTP","ingtrabw","RESIDENT","Informal_P","FAC300_ANUAL"
2025,"08","31224",1,"0038",1,7,"202508312241003811","12",2,1,1,1,2,,1,49,1,1,21,7,1976,1,,,,,,,,,,,,,,,,6112,122,1,,3,2,1,2,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,23,,,,,834,,,857,857,857,1,1,76.8726057682025
2025,"08","31224",1,"0038",1,7,"202508312241003812","12",2,2,2,1,1,,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31224",1,"0038",1,7,"202508312241003813","12",2,3,3,1,1,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31224",1,"0083",1,7,"202508312241008311","12",2,1,1,1,2,,2,40,1,1,16,2,1985,1,,,,,,,,,,,,,,,,6122,146,2,,3,2,1,2,0,0,0,0,1,1,1,3,,3,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,,,,,2,,,2,2,2,1,1,119.620095697108
2025,"08","31224",1,"0083",1,7,"202508312241008312","12",2,2,2,1,2,,1,40,2,2,25,6,1985,1,,,,,,,,,,,,,,,,9211,127,3,5,3,2,1,3,0,8,8,8,8,8,8,48,2,50,1,,2,,2,2,2,280,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,1,1,,,,,,1212,,,,1212,1212,1212,1,1,158.25075437495
2025,"08","31224",1,"0083",1,7,"202508312241008313","12",2,3,3,1,2,,2,18,3,3,12,5,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,13,6,2,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,2,,,,,,,,,,,,,1,,124.062754197343
2025,"08","31224",1,"0083",1,7,"202508312241008314","12",2,4,3,1,2,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31224",1,"0086",1,7,"202508312241008611","12",2,1,1,1,2,,1,49,1,1,5,4,1976,1,,,,,,,,,,,,,,,,9211,127,3,5,3,2,1,5,0,8,8,8,8,0,0,32,16,48,1,,2,,2,2,2,200,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,,3,2,2,2,2,2,2,1,1,1,,,,85,,866,,,94,1045,866,1045,1,1,119.461280420073
2025,"08","31224",1,"0086",1,7,"202508312241008612","12",2,2,2,1,2,,2,42,2,2,20,8,1982,1,,,,,,,,,,,,,,,,6122,146,2,,3,2,1,3,2,2,2,2,2,2,2,14,5,19,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,10,7,1,,112,,,,,126,,,238,238,238,1,1,166.31177696493924
2025,"08","31224",1,"0086",1,7,"202508312241008613","12",2,3,3,1,2,,2,22,3,3,26,4,2003,1,,,,,,,,,,,,,,,,9211,146,4,,3,2,1,3,1,1,1,1,1,1,1,7,5,,1,,1,1,,,,,,,,,,,,1,5,1,1,13,6,4,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,1,124.062754197343
2025,"08","31224",1,"0086",1,7,"202508312241008614","12",2,4,3,1,1,,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31224",1,"0086",1,7,"202508312241008615","12",2,5,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31224",1,"0087",1,7,"202508312241008711","12",2,1,1,1,2,,1,59,1,1,11,9,1965,1,,,,,,,,,,,,,,,,9211,127,3,5,3,2,1,3,0,8,8,8,8,8,0,40,24,64,1,,1,1,1,2,2,200,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,3,,2,2,2,2,2,2,10,1,1,,,,24,,866,,,175,1065,866,1065,1,1,119.461280420073
2025,"08","31224",1,"0087",1,7,"202508312241008712","12",2,2,2,1,2,,2,53,2,2,19,1,1972,1,,,,,,,,,,,,,,,,6122,146,2,,3,2,1,1,2,2,2,2,2,2,2,14,16,30,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,10,1,1,,50,,,,,335,,,385,385,385,1,1,99.36952809554225
2025,"08","31224",1,"0087",1,7,"202508312241008713","12",2,3,3,1,2,,1,19,3,3,16,8,2005,1,,,,,,,,,,,,,,,,9211,127,4,,3,2,1,3,12,0,0,0,0,0,12,24,,24,1,,1,1,1,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,,,,0,0,0,1,1,166.74813597354276
2025,"08","31224",1,"0087",1,7,"202508312241008714","12",2,4,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31224",1,"0087",1,7,"202508312241008715","12",2,5,6,2,,2,2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31224",1,"0088",1,7,"202508312241008811","12",2,1,1,1,2,,2,74,1,1,6,7,1951,1,,,,,,,,,,,,,,,,6122,146,2,,3,2,1,1,8,8,8,8,8,8,8,56,,56,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,1,,,2,1,2,2,2,2,10,1,1,,21,,,,,11,,,32,32,32,1,1,99.36952809554225
2025,"08","31333",1,"0043",1,7,"202408313331004311","12",2,1,1,1,2,,1,67,1,1,8,11,1957,1,,,,,,,,,,,,,,,,9211,141,3,5,3,2,1,2,0,0,8,8,8,0,0,24,,24,1,,2,,2,2,2,160,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,1,,,,,,693,,,,693,693,693,1,1,72.91352239783976
2025,"08","31333",1,"0043",1,7,"202408313331004312","12",2,2,2,1,2,,2,50,2,2,16,3,1975,1,,,,,,,,,,,,,,,,9312,8413,3,2,,,5,9998,0,0,7,7,0,0,0,14,,14,1,,2,,2,2,4,800,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,1,,,2,2,2,2,2,2,1,1,1,,,,,,800,,,,800,800,800,1,1,94.25181103271575
2025,"08","31333",1,"0043",1,7,"202408313331004313","12",2,3,3,1,2,,1,17,3,3,19,12,2007,1,,,,,,,,,,,,,,,,9313,4100,3,5,3,2,1,3,0,6,6,6,6,6,6,36,,36,1,,2,,2,2,2,350,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,1,,,,,,1516,,,,1516,1516,1516,1,1,102.419956466128
2025,"08","31333",1,"0043",1,7,"202408313331004314","12",2,4,3,1,2,,1,15,4,4,4,4,2010,1,,,,,,,,,,,,,,,,9313,4100,3,5,3,2,1,4,0,8,8,8,8,8,4,44,,44,1,,2,,2,2,2,100,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,1,1,,,,,,433,,,,433,433,433,1,1,158.16029423753474
2025,"08","31333",1,"0043",1,7,"202408313331004315","12",2,5,3,1,2,,2,19,5,5,9,9,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,117.67328967853675
2025,"08","31333",1,"0043",1,7,"202408313331004316","12",2,6,4,1,2,,1,34,6,6,12,9,1990,1,,,,,,,,,,,,,,,,9211,141,3,5,3,2,1,2,0,0,0,10,10,10,10,40,,40,1,,2,,2,2,2,150,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,650,,,,650,650,650,1,1,150.10054372796824
2025,"08","31333",1,"0043",1,7,"202408313331004317","12",2,7,5,1,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31333",1,"0051",1,7,"202408313331005111","12",2,1,1,1,2,,1,47,1,1,16,6,1978,1,,,,,,,,,,,,,,,,6121,144,2,,3,2,1,2,0,10,10,10,10,10,10,60,,60,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,5,4,,2,2,2,2,2,2,10,1,1,,125,,,,,400,,,525,525,525,1,1,72.91352239783976
2025,"08","31333",1,"0051",1,7,"202408313331005112","12",2,2,2,1,1,,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31333",1,"0051",1,7,"202408313331005113","12",2,3,3,1,1,,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31333",1,"0051",1,7,"202408313331005114","12",2,4,3,1,2,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31333",1,"0053",1,7,"202408313331005311","12",2,1,1,1,2,,2,81,1,1,6,12,1943,1,,,,,,,,,,,,,,,,6121,144,2,,3,2,1,2,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,2,2,2,2,2,2,10,7,1,,33,,,,,313,,,346,346,346,1,1,94.25181103271575
2025,"08","31333",1,"0054",1,7,"202408313331005411","12",2,1,1,1,2,,2,59,1,1,28,9,1965,1,,,,,,,,,,,,,,,,9211,144,9,,3,2,1,2,0,10,10,10,10,10,10,60,,60,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,,,,0,0,0,1,1,78.65253641126576
2025,"08","31333",1,"0090",1,7,"202408313331009011","12",2,1,1,1,2,,1,40,1,1,1,6,1985,1,,,,,,,,,,,,,,,,5113,7990,2,,3,2,1,1,6,0,0,0,0,6,6,18,56,74,1,,2,,2,2,,,,,,600,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,,,,,933,600,,1533,933,1533,1,1,150.10054372796824
2025,"08","31333",1,"0093",1,7,"202408313331009311","12",2,1,1,1,2,,1,51,1,1,24,9,1973,1,,,,,,,,,,,,,,,,6114,150,2,,3,2,1,2,8,8,8,8,8,8,8,56,,56,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,113,,,,,654,,,767,767,767,1,1,72.91352239783976
2025,"08","31333",1,"0093",1,7,"202408313331009312","12",2,2,2,1,2,,2,69,2,2,2,11,1955,1,,,,,,,,,,,,,,,,9211,150,4,,3,2,1,2,8,8,8,8,8,8,8,56,,56,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,,,,,,,,0,0,0,1,1,78.65253641126576
2025,"08","31333",1,"0095",1,7,"202408313331009511","12",2,1,1,1,2,,2,73,1,1,26,5,1952,1,,,,,,,,,,,,,,,,6114,150,2,,3,2,1,2,0,10,10,10,10,10,10,60,,60,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,1,1,,213,,,,,342,,,555,555,555,1,1,94.25181103271575
2025,"08","31333",1,"0100",1,7,"202408313331010011","12",2,1,1,1,2,,1,53,1,1,18,4,1972,1,,,,,,,,,,,,,,,,6121,141,2,,3,2,1,3,8,15,15,8,15,15,8,84,24,108,1,,2,,2,2,,,,,,,,450,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,2458,,450,2908,2458,2908,1,1,72.91352239783976
2025,"08","31333",1,"0100",1,7,"202408313331010012","12",2,2,2,1,2,,2,35,2,2,3,11,1989,1,,,,,,,,,,,,,,,,9211,141,4,,3,2,1,3,0,8,8,8,8,8,8,48,,48,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,,,,,,,,0,0,0,1,1,113.4594364231965
2025,"08","31333",1,"0100",1,7,"202408313331010014","12",2,3,3,1,2,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31333",1,"0100",1,7,"202408313331010013","12",2,4,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
2025,"08","31352",1,"0003",1,6,"202405313521000311","12",2,1,1,1,2,,1,58,1,1,5,11,1966,1,,,,,,,,,,,,,,,,6121,141,2,,3,2,1,4,6,6,6,6,6,6,9,45,20,65,1,,2,,2,2,,,,,,600,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,217,,,,,227,600,,1044,444,1044,1,1,81.42366372651925
2025,"08","31352",1,"0003",1,6,"202405313521000312","12",2,2,2,1,2,,2,54,2,2,24,1,1971,1,,,,,,,,,,,,,,,,9211,141,4,,3,2,1,4,4,4,4,4,4,4,4,28,,28,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,,,,,,,,0,0,0,1,1,87.8325098744435
2025,"08","31352",1,"0003",1,6,"202405313521000313","12",2,3,3,1,2,,1,24,3,3,13,3,2001,1,,,,,,,,,,,,,,,,3439,9000,3,5,3,2,1,12,0,0,0,0,12,0,12,24,14,38,1,,2,,2,2,2,200,25,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,1,108,,,,,866,,,,974,974,974,1,1,114.37395725693025
2025,"08","31352",1,"0003",1,6,"202405313521000314","12",2,4,3,1,2,,1,18,4,4,4,1,2007,1,,,,,,,,,,,,,,,,3439,9000,3,5,3,2,1,12,0,0,0,0,12,0,12,24,21,45,1,,1,1,1,2,2,200,20,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,10,1,1,87,,,,,866,,,,953,953,953,1,1,114.37395725693025
2025,"08","31352",1,"0003",1,6,"202405313521000315","12",2,5,3,1,2,,2,16,5,5,6,3,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,131.40759153150375
2025,"08","31352",1,"0004",1,6,"202405313521000411","12",2,1,1,1,2,,2,69,1,1,5,9,1955,1,,,,,,,,,,,,,,,,6114,150,2,,3,2,1,1,4,4,4,4,4,4,4,28,,28,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,4,,2,2,2,2,2,2,10,7,1,,273,,,,,385,,,658,658,658,1,1,105.25246229731825
2025,"08","31352",1,"0005",1,6,"202405313521000511","12",2,1,1,1,2,,1,55,1,1,5,12,1969,1,,,,,,,,,,,,,,,,6121,149,2,,3,2,1,1,4,4,4,4,4,4,4,28,,28,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,2,,2,2,2,2,2,2,10,7,1,,16,,,,,456,,,472,472,472,1,1,126.53369855307925
2025,"08","31352",1,"0005",1,6,"202405313521000512","12",2,2,2,1,2,,2,48,2,2,9,12,1976,1,,,,,,,,,,,,,,,,6121,141,2,,3,2,1,1,4,4,4,4,4,4,4,28,,28,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,,5,2,2,2,2,2,2,10,7,1,,60,,,,,249,,,309,309,309,1,1,105.25246229731825
2025,"08","31352",1,"0005",1,6,"202405313521000513","12",2,3,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31352",1,"0005",1,6,"202405313521000514","12",2,4,3,1,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31352",1,"0006",1,6,"202405313521000611","12",2,1,1,1,2,,2,61,1,1,1,1,1964,1,,,,,,,,,,,,,,,,6121,144,2,,3,2,1,1,4,4,4,4,4,4,4,28,,28,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,2,2,2,2,2,2,10,7,1,,13,,,,,65,,,78,78,78,1,1,105.25246229731825
2025,"08","31352",1,"0006",1,6,"202405313521000612","12",2,2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
2025,"08","31352",1,"0017",1,6,"202405313521001711","12",2,1,1,1,2,,1,48,1,1,21,4,1977,1,,,,,,,,,,,,,,,,6114,150,2,,3,2,1,2,6,6,6,6,6,6,6,42,,42,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,250,,,,,577,,,827,827,827,1,1,81.42366372651925
2025,"08","31352",1,"0017",1,6,"202405313521001712","12",2,2,2,1,2,,2,46,2,2,3,12,1978,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,9211,150,4,,3,2,1,2,8,8,8,8,8,8,8,56,,56,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,,5,2,2,2,2,2,2,1,1,1,,,,,,,,,,0,0,0,1,1,105.25246229731825
2025,"08","31352",1,"0017",1,6,"202405313521001713","12",2,3,3,1,1,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31352",1,"0017",1,6,"202405313521001714","12",2,4,3,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31352",1,"0022",1,6,"202405313521002211","12",2,1,1,1,2,,2,67,1,1,24,9,1957,1,,,,,,,,,,,,,,,,9511,4781,2,,3,2,1,1,0,4,4,4,4,4,0,20,14,34,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,1,,,,40,,,190,,450,680,190,680,1,1,105.25246229731825
2025,"08","31352",1,"0024",1,6,"202405313521002411","12",2,1,1,1,2,,2,55,1,1,29,7,1970,1,,,,,,,,,,,,,,,,6114,150,2,,3,2,1,1,6,6,6,6,6,6,6,42,,42,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,2,2,2,2,2,2,10,7,1,,413,,,,,466,,,879,879,879,1,1,105.25246229731825
2025,"08","31352",1,"0024",1,6,"202405313521002412","12",2,2,3,1,1,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2025,"08","31352",1,"0026",1,6,"202405313521002611","12",2,1,1,1,2,,2,78,1,1,1,1,1947,1,,,,,,,,,,,,,,,,6114,150,2,,3,2,1,1,5,5,5,5,5,5,5,35,,35,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,2,,2,2,2,2,2,2,1,1,1,,,,,,,130,,,130,130,130,1,1,105.25246229731825
2025,"08","31369",1,"0006",1,5,"202408313691000611","12",1,1,1,1,2,,2,71,1,1,12,2,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,1,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,,160.50256542612524
2025,"08","31369",1,"0011",1,5,"202508313691001111","12",1,1,1,1,2,,2,28,1,1,29,3,1997,1,,,,,,,,,,,,,,,,3221,8620,3,5,1,,2,30,0,7,0,12,7,0,7,33,,33,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,,,515,2500,,,,2500,2500,3015,1,2,160.4148593258405
2025,"08","31369",1,"0011",1,5,"202508313691001112","12",1,2,3,1,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2025,"08","31369",1,"0012",1,5,"202408313691001211","12",1,1,1,1,2,,1,53,1,1,20,1,1972,1,,,,,,,,,,,,,,,,2330,8521,3,2,,,5,9998,0,0,0,8,8,8,0,24,,40,2,40,2,,2,2,4,3200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,9,5,,2,2,2,2,2,2,1,1,1,,,,,75,3200,,,,3200,3200,3275,1,2,107.06250388240925
2025,"08","31369",1,"0012",1,5,"202408313691001212","12",1,2,2,1,2,,2,51,2,2,12,2,1974,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,13,3,1,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,9,3,,2,2,2,2,2,2,10,1,2,,,,,,,,,,,,,1,,79.90958239535576
2025,"08","31369",1,"0012",1,5,"202408313691001215","12",1,3,3,1,2,,1,15,3,3,14,3,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,,168.84975466319676
